D3513 1,3;2,16;3,23;4,50;5,66;6,75;7,103;8,106;9,125;10,153;11,157;12,163;13,179;14,198;15,201;16,207;17,217;18,241;19,238;20,229;21,219;22,218;23,202;24,199;25,169;26,163;27,145;28,139;29,124;30,114;31,96;32,72;33,42;34,27;35,23
D3813 1,25;2,57;3,72;4,80;5,108;6,128;7,160;8,194;9,224;10,227;11,252;12,239;13,222;14,214;15,182;16,172;17,167;18,162;19,161;20,129;21,111;22,84;23,50;24,47;25,17;26,16;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D4113 1,19;2,47;3,55;4,76;5,101;6,123;7,139;8,150;9,175;10,189;11,210;12,221;13,229;14,255;15,283;16,284;17,289;18,314;19,339;20,357;21,375;22,397;23,372;24,361;25,359;26,333;27,317;28,296;29,285;30,266;31,244;32,221;33,219;34,198;35,194
D4413 1,3;2,10;3,12;4,38;5,52;6,63;7,85;8,95;9,104;10,124;11,139;12,165;13,184;14,210;15,226;16,250;17,260;18,279;19,282;20,301;21,317;22,331;23,333;24,334;25,360;26,337;27,322;28,317;29,293;30,270;31,250;32,244;33,239;34,223;35,207
D4713 1,32;2,49;3,63;4,77;5,109;6,118;7,126;8,153;9,180;10,210;11,218;12,238;13,252;14,277;15,291;16,261;17,250;18,247;19,239;20,231;21,212;22,201;23,200;24,178;25,177;26,161;27,137;28,105;29,91;30,87;31,73;32,41;33,14;34,0;35,0
D5013 1,8;2,14;3,31;4,59;5,70;6,100;7,119;8,146;9,155;10,182;11,212;12,244;13,271;14,287;15,317;16,289;17,286;18,269;19,244;20,225;21,222;22,203;23,183;24,175;25,169;26,166;27,160;28,144;29,116;30,102;31,82;32,81;33,67;34,42;35,10
D5313 1,28;2,38;3,46;4,59;5,74;6,82;7,116;8,126;9,143;10,160;11,161;12,156;13,141;14,131;15,116;16,86;17,69;18,51;19,19;20,0;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D5613 1,17;2,21;3,46;4,55;5,66;6,78;7,86;8,116;9,146;10,154;11,155;12,187;13,198;14,209;15,223;16,201;17,187;18,163;19,160;20,156;21,129;22,110;23,83;24,75;25,50;26,39;27,35;28,10;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D5913 1,5;2,6;3,36;4,66;5,88;6,108;7,111;8,143;9,168;10,186;11,206;12,174;13,161;14,133;15,120;16,117;17,83;18,60;19,47;20,42;21,37;22,24;23,18;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D6213 1,14;2,22;3,30;4,31;5,40;6,60;7,74;8,94;9,106;10,107;11,110;12,119;13,147;14,179;15,201;16,179;17,154;18,145;19,118;20,102;21,83;22,55;23,44;24,24;25,16;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D6513 1,30;2,40;3,44;4,74;5,90;6,120;7,129;8,133;9,155;10,167;11,170;12,182;13,185;14,188;15,197;16,198;17,225;18,235;19,210;20,209;21,208;22,207;23,195;24,173;25,145;26,126;27,125;28,101;29,95;30,82;31,67;32,51;33,33;34,5;35,0
D6813 1,4;2,22;3,41;4,47;5,54;6,61;7,64;8,65;9,72;10,99;11,103;12,118;13,134;14,156;15,166;16,178;17,202;18,209;19,191;20,178;21,154;22,132;23,126;24,110;25,103;26,88;27,60;28,39;29,14;30,0;31,0;32,0;33,0;34,0;35,0
D7113 1,22;2,30;3,60;4,66;5,88;6,107;7,131;8,143;9,159;10,189;11,197;12,216;13,232;14,260;15,288;16,269;17,261;18,229;19,201;20,193;21,189;22,172;23,171;24,167;25,147;26,122;27,94;28,70;29,66;30,34;31,2;32,0;33,0;34,0;35,0
D7413 1,4;2,29;3,47;4,59;5,74;6,100;7,119;8,147;9,172;10,193;11,202;12,213;13,239;14,257;15,278;16,283;17,291;18,295;19,302;20,316;21,337;22,365;23,357;24,355;25,351;26,344;27,333;28,328;29,319;30,310;31,292;32,283;33,268;34,254;35,243
D7713 1,9;2,24;3,26;4,51;5,70;6,74;7,79;8,102;9,128;10,142;11,156;12,184;13,205;14,227;15,243;16,264;17,282;18,287;19,305;20,320;21,324;22,349;23,338;24,329;25,303;26,301;27,294;28,269;29,255;30,243;31,236;32,214;33,186;34,165;35,163
D8013 1,21;2,23;3,48;4,55;5,78;6,83;7,111;8,139;9,160;10,176;11,187;12,206;13,208;14,209;15,234;16,239;17,265;18,277;19,293;20,319;21,338;22,357;23,348;24,341;25,329;26,315;27,310;28,291;29,287;30,272;31,270;32,252;33,243;34,229;35,221
D8313 1,28;2,44;3,64;4,83;5,97;6,124;7,149;8,160;9,182;10,212;11,223;12,242;13,243;14,271;15,293;16,274;17,260;18,233;19,217;20,209;21,187;22,181;23,161;24,131;25,104;26,101;27,95;28,63;29,46;30,27;31,13;32,4;33,0;34,0;35,0
D8613 1,27;2,38;3,68;4,98;5,99;6,105;7,116;8,144;9,166;10,186;11,198;12,230;13,241;14,269;15,299;16,285;17,284;18,273;19,262;20,232;21,205;22,197;23,170;24,148;25,136;26,111;27,110;28,94;29,93;30,82;31,50;32,34;33,23;34,0;35,0
D8913 1,10;2,11;3,35;4,62;5,87;6,94;7,122;8,140;9,152;10,171;11,183;12,204;13,216;14,228;15,240;16,270;17,298;18,314;19,313;20,306;21,287;22,281;23,262;24,232;25,220;26,219;27,195;28,182;29,172;30,142;31,138;32,117;33,98;34,89;35,67
D9213 1,3;2,25;3,40;4,52;5,82;6,101;7,105;8,114;9,136;10,161;11,173;12,195;13,222;14,229;15,259;16,275;17,279;18,282;19,270;20,260;21,257;22,242;23,230;24,215;25,212;26,193;27,186;28,174;29,161;30,140;31,122;32,119;33,91;34,64;35,46
D9513 1,11;2,25;3,49;4,75;5,85;6,100;7,102;8,115;9,120;10,142;11,157;12,181;13,182;14,187;15,190;16,201;17,206;18,212;19,221;20,224;21,227;22,250;23,269;24,276;25,298;26,293;27,286;28,281;29,279;30,253;31,244;32,226;33,204;34,184;35,171
D9813 1,28;2,48;3,56;4,76;5,101;6,128;7,139;8,159;9,184;10,190;11,196;12,166;13,165;14,140;15,113;16,108;17,100;18,89;19,78;20,44;21,41;22,40;23,35;24,27;25,4;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D10113 1,24;2,54;3,73;4,93;5,123;6,134;7,156;8,172;9,188;10,202;11,203;12,204;13,221;14,248;15,280;16,252;17,238;18,213;19,212;20,206;21,195;22,163;23,154;24,138;25,119;26,118;27,117;28,105;29,81;30,61;31,50;32,36;33,17;34,0;35,0
D1817 1,22;2,37;3,50;4,75;5,96;6,108;7,127;8,152;9,168;10,187;11,215;12,237;13,243;14,259;15,275;16,278;17,303;18,304;19,297;20,284;21,274;22,264;23,237;24,231;25,209;26,196;27,181;28,172;29,151;30,148;31,138;32,120;33,105;34,104;35,101
D2117 1,15;2,21;3,46;4,59;5,80;6,98;7,116;8,131;9,156;10,159;11,189;12,208;13,220;14,232;15,236;16,261;17,279;18,291;19,263;20,257;21,229;22,204;23,183;24,179;25,154;26,141;27,122;28,92;29,67;30,64;31,37;32,13;33,0;34,0;35,0
D2417 1,25;2,34;3,46;4,47;5,72;6,94;7,106;8,122;9,138;10,156;11,163;12,164;13,178;14,185;15,197;16,215;17,216;18,235;19,260;20,267;21,288;22,303;23,288;24,266;25,244;26,243;27,238;28,234;29,219;30,218;31,216;32,204;33,178;34,152;35,145
D2717 1,11;2,45;3,65;4,92;5,112;6,135;7,160;8,180;9,202;10,208;11,231;12,226;13,192;14,175;15,167;16,135;17,122;18,90;19,65;20,33;21,23;22,1;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D3017 1,20;2,43;3,61;4,79;5,107;6,115;7,128;8,155;9,173;10,178;11,189;12,159;13,136;14,104;15,76;16,42;17,24;18,2;19,0;20,0;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D3317 1,2;2,3;3,8;4,17;5,24;6,25;7,39;8,65;9,79;10,97;11,108;12,130;13,145;14,160;15,170;16,171;17,186;18,193;19,212;20,234;21,245;22,252;23,261;24,263;25,279;26,269;27,251;28,250;29,227;30,217;31,212;32,206;33,183;34,174;35,155
D3617 1,9;2,19;3,35;4,41;5,47;6,67;7,85;8,99;9,101;10,108;11,111;12,113;13,128;14,137;15,152;16,155;17,177;18,180;19,181;20,197;21,200;22,205;23,216;24,225;25,249;26,235;27,221;28,212;29,197;30,194;31,187;32,181;33,163;34,149;35,146
D3917 1,14;2,22;3,26;4,33;5,37;6,65;7,86;8,95;9,96;10,121;11,133;12,134;13,149;14,160;15,174;16,192;17,204;18,216;19,234;20,257;21,269;22,270;23,249;24,247;25,229;26,207;27,188;28,165;29,161;30,136;31,121;32,99;33,78;34,70;35,55
D4217 1,20;2,33;3,47;4,58;5,71;6,73;7,86;8,96;9,111;10,120;11,123;12,142;13,151;14,169;15,182;16,184;17,203;18,221;19,247;20,267;21,268;22,274;23,283;24,286;25,304;26,302;27,297;28,277;29,274;30,271;31,253;32,244;33,235;34,232;35,227
D4517 1,14;2,29;3,42;4,62;5,82;6,91;7,110;8,111;9,134;10,139;11,142;12,161;13,170;14,173;15,193;16,200;17,210;18,228;19,234;20,257;21,281;22,291;23,304;24,307;25,331;26,325;27,318;28,292;29,283;30,264;31,249;32,236;33,216;34,190;35,175
D4817 1,26;2,35;3,37;4,42;5,65;6,87;7,95;8,117;9,135;10,149;11,163;12,170;13,191;14,214;15,226;16,251;17,255;18,283;19,304;20,311;21,336;22,364;23,352;24,331;25,308;26,289;27,277;28,261;29,253;30,231;31,217;32,216;33,198;34,196;35,178
D5117 1,18;2,37;3,61;4,77;5,93;6,118;7,122;8,132;9,139;10,151;11,163;12,164;13,173;14,174;15,181;16,194;17,221;18,237;19,218;20,196;21,193;22,177;23,173;24,148;25,138;26,129;27,123;28,111;29,105;30,96;31,81;32,53;33,26;34,17;35,0
D5417 1,27;2,37;3,48;4,75;5,109;6,120;7,138;8,149;9,166;10,181;11,182;12,171;13,149;14,131;15,128;16,127;17,112;18,94;19,89;20,57;21,54;22,34;23,4;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D5717 1,19;2,20;3,21;4,37;5,45;6,63;7,81;8,85;9,111;10,115;11,124;12,131;13,156;14,184;15,192;16,208;17,223;18,245;19,271;20,292;21,306;22,328;23,321;24,310;25,302;26,279;27,253;28,225;29,206;30,180;31,172;32,156;33,141;34,125;35,97
D6017 1,11;2,16;3,38;4,61;5,67;6,83;7,99;8,104;9,109;10,119;11,128;12,139;13,144;14,150;15,159;16,173;17,183;18,209;19,216;20,240;21,245;22,268;23,287;24,290;25,301;26,296;27,293;28,269;29,256;30,236;31,220;32,215;33,202;34,179;35,177
D6317 1,9;2,19;3,37;4,61;5,80;6,99;7,109;8,124;9,138;10,151;11,153;12,169;13,175;14,201;15,214;16,219;17,245;18,268;19,292;20,316;21,322;22,335;23,354;24,373;25,391;26,371;27,368;28,350;29,334;30,318;31,298;32,287;33,265;34,249;35,246
D6617 1,9;2,30;3,32;4,36;5,62;6,88;7,109;8,131;9,140;10,156;11,160;12,172;13,195;14,202;15,210;16,228;17,243;18,266;19,291;20,300;21,328;22,336;23,335;24,333;25,311;26,292;27,284;28,273;29,250;30,248;31,240;32,224;33,205;34,187;35,172
D6917 1,5;2,31;3,36;4,38;5,59;6,81;7,104;8,115;9,123;10,131;11,159;12,167;13,175;14,187;15,198;16,212;17,226;18,231;19,246;20,267;21,281;22,296;23,281;24,265;25,254;26,228;27,223;28,202;29,183;30,157;31,129;32,115;33,92;34,71;35,70
D7217 1,14;2,29;3,42;4,43;5,44;6,47;7,58;8,76;9,83;10,103;11,122;12,145;13,152;14,159;15,175;16,189;17,209;18,210;19,213;20,219;21,229;22,244;23,260;24,275;25,282;26,269;27,254;28,249;29,246;30,241;31,238;32,233;33,207;34,184;35,173
D7517 1,22;2,30;3,62;4,74;5,80;6,102;7,114;8,128;9,147;10,163;11,164;12,196;13,207;14,211;15,214;16,194;17,172;18,155;19,141;20,119;21,118;22,110;23,106;24,76;25,44;26,32;27,12;28,8;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D7817 1,13;2,32;3,41;4,60;5,78;6,104;7,106;8,132;9,134;10,137;11,143;12,156;13,176;14,177;15,192;16,206;17,215;18,221;19,236;20,256;21,278;22,298;23,320;24,326;25,339;26,317;27,316;28,292;29,268;30,267;31,244;32,225;33,210;34,188;35,187
D8117 1,25;2,47;3,58;4,59;5,86;6,114;7,148;8,163;9,181;10,204;11,212;12,207;13,204;14,170;15,160;16,135;17,112;18,107;19,79;20,74;21,68;22,62;23,40;24,37;25,22;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D8417 1,19;2,38;3,60;4,69;5,95;6,116;7,144;8,162;9,184;10,192;11,208;12,220;13,246;14,272;15,300;16,308;17,316;18,325;19,350;20,364;21,389;22,393;23,378;24,352;25,333;26,321;27,310;28,292;29,267;30,266;31,262;32,250;33,238;34,224;35,219
D8717 1,23;2,48;3,76;4,104;5,125;6,126;7,134;8,156;9,181;10,197;11,206;12,211;13,215;14,236;15,250;16,269;17,292;18,311;19,336;20,362;21,376;22,397;23,381;24,358;25,333;26,326;27,319;28,293;29,277;30,270;31,268;32,264;33,239;34,227;35,215
D9017 1,26;2,32;3,54;4,74;5,81;6,107;7,127;8,141;9,144;10,170;11,179;12,202;13,226;14,228;15,234;16,243;17,250;18,259;19,269;20,295;21,311;22,325;23,328;24,347;25,354;26,344;27,335;28,332;29,318;30,305;31,302;32,291;33,289;34,270;35,244
D9317 1,32;2,43;3,75;4,107;5,124;6,149;7,177;8,187;9,188;10,201;11,233;12,218;13,188;14,168;15,145;16,142;17,112;18,106;19,78;20,63;21,55;22,50;23,33;24,23;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D9617 1,4;2,7;3,18;4,50;5,70;6,98;7,104;8,105;9,106;10,110;11,118;12,143;13,167;14,191;15,223;16,193;17,165;18,154;19,129;20,105;21,80;22,66;23,47;24,22;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D9917 1,8;2,26;3,36;4,68;5,69;6,92;7,93;8,108;9,118;10,133;11,139;12,128;13,100;14,97;15,89;16,61;17,56;18,51;19,24;20,16;21,1;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D10217 1,12;2,28;3,44;4,50;5,60;6,84;7,97;8,118;9,131;10,155;11,170;12,177;13,183;14,201;15,208;16,211;17,221;18,231;19,219;20,206;21,176;22,160;23,141;24,123;25,113;26,95;27,85;28,57;29,44;30,29;31,2;32,0;33,0;34,0;35,0
D10517 1,22;2,50;3,75;4,76;5,103;6,116;7,129;8,145;9,175;10,199;11,224;12,249;13,265;14,286;15,308;16,335;17,363;18,364;19,342;20,321;21,314;22,304;23,276;24,249;25,240;26,213;27,206;28,191;29,182;30,169;31,145;32,139;33,130;34,123;35,122
D2221 1,15;2,23;3,41;4,43;5,50;6,59;7,78;8,82;9,83;10,97;11,116;12,144;13,151;14,176;15,197;16,209;17,211;18,216;19,228;20,254;21,259;22,278;23,269;24,258;25,257;26,249;27,223;28,212;29,194;30,190;31,181;32,176;33,167;34,159;35,155
D2521 1,7;2,33;3,51;4,64;5,65;6,71;7,87;8,89;9,105;10,110;11,115;12,130;13,149;14,172;15,178;16,200;17,222;18,244;19,247;20,250;21,256;22,267;23,281;24,301;25,323;26,297;27,275;28,265;29,251;30,250;31,226;32,208;33,182;34,167;35,154
D2821 1,28;2,39;3,59;4,75;5,94;6,108;7,132;8,146;9,157;10,185;11,197;12,211;13,225;14,231;15,235;16,227;17,203;18,183;19,164;20,142;21,125;22,119;23,99;24,87;25,60;26,54;27,40;28,39;29,11;30,0;31,0;32,0;33,0;34,0;35,0
D3121 1,6;2,9;3,20;4,42;5,68;6,86;7,102;8,120;9,126;10,137;11,139;12,154;13,156;14,159;15,175;16,186;17,192;18,218;19,241;20,255;21,281;22,292;23,312;24,330;25,354;26,344;27,337;28,321;29,297;30,274;31,250;32,239;33,221;34,211;35,192
D3421 1,9;2,18;3,45;4,61;5,64;6,80;7,100;8,120;9,147;10,171;11,195;12,212;13,240;14,262;15,281;16,275;17,274;18,246;19,229;20,228;21,209;22,185;23,184;24,167;25,143;26,139;27,119;28,105;29,75;30,43;31,11;32,0;33,0;34,0;35,0
D3721 1,18;2,39;3,63;4,84;5,87;6,99;7,123;8,142;9,161;10,189;11,198;12,210;13,235;14,248;15,251;16,273;17,295;18,308;19,278;20,257;21,250;22,235;23,207;24,179;25,175;26,162;27,149;28,142;29,135;30,120;31,98;32,77;33,61;34,60;35,30
D4021 1,8;2,9;3,34;4,49;5,74;6,108;7,128;8,131;9,153;10,164;11,167;12,137;13,127;14,121;15,106;16,74;17,69;18,35;19,18;20,0;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D4321 1,26;2,41;3,60;4,67;5,89;6,111;7,116;8,128;9,129;10,140;11,145;12,153;13,169;14,191;15,203;16,225;17,250;18,273;19,281;20,295;21,317;22,342;23,323;24,305;25,296;26,274;27,267;28,255;29,244;30,233;31,207;32,186;33,160;34,138;35,115
D4621 1,8;2,24;3,47;4,65;5,88;6,114;7,115;8,143;9,165;10,193;11,195;12,214;13,219;14,230;15,241;16,256;17,277;18,300;19,312;20,327;21,346;22,369;23,368;24,364;25,362;26,343;27,339;28,318;29,317;30,296;31,285;32,259;33,247;34,246;35,220
D4921 1,25;2,53;3,56;4,84;5,111;6,123;7,137;8,149;9,161;10,177;11,191;12,205;13,221;14,246;15,270;16,259;17,256;18,250;19,238;20,227;21,213;22,185;23,176;24,149;25,122;26,118;27,106;28,82;29,76;30,52;31,28;32,9;33,0;34,0;35,0
D5221 1,22;2,32;3,57;4,72;5,79;6,89;7,105;8,129;9,136;10,142;11,143;12,165;13,178;14,203;15,227;16,245;17,273;18,298;19,277;20,252;21,248;22,247;23,225;24,210;25,189;26,170;27,160;28,141;29,138;30,126;31,110;32,92;33,77;34,61;35,40
D5521 1,9;2,33;3,60;4,87;5,91;6,113;7,143;8,149;9,152;10,179;11,198;12,206;13,209;14,218;15,245;16,234;17,210;18,178;19,154;20,153;21,123;22,101;23,74;24,62;25,58;26,36;27,22;28,10;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D5821 1,9;2,15;3,23;4,50;5,77;6,93;7,105;8,108;9,120;10,121;11,148;12,167;13,187;14,206;15,218;16,215;17,183;18,182;19,178;20,150;21,126;22,125;23,93;24,74;25,57;26,30;27,18;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D6121 1,23;2,55;3,75;4,102;5,117;6,120;7,126;8,134;9,168;10,190;11,213;12,186;13,176;14,170;15,164;16,159;17,153;18,148;19,128;20,127;21,117;22,87;23,74;24,63;25,36;26,4;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D6421 1,7;2,28;3,49;4,60;5,68;6,70;7,88;8,111;9,132;10,140;11,159;12,170;13,177;14,193;15,207;16,230;17,251;18,265;19,284;20,291;21,299;22,306;23,288;24,273;25,269;26,244;27,242;28,235;29,212;30,211;31,189;32,166;33,165;34,147;35,122
D6721 1,25;2,41;3,73;4,100;5,112;6,126;7,134;8,156;9,168;10,187;11,207;12,210;13,218;14,245;15,269;16,268;17,248;18,228;19,224;20,221;21,197;22,175;23,169;24,137;25,107;26,77;27,76;28,49;29,45;30,25;31,24;32,0;33,0;34,0;35,0
D7021 1,3;2,25;3,40;4,55;5,56;6,83;7,105;8,133;9,136;10,137;11,145;12,113;13,90;14,89;15,72;16,67;17,64;18,30;19,13;20,0;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D7321 1,16;2,39;3,49;4,68;5,77;6,95;7,97;8,99;9,110;10,126;11,133;12,157;13,172;14,174;15,181;16,196;17,212;18,222;19,236;20,239;21,255;22,257;23,263;24,272;25,294;26,291;27,288;28,277;29,263;30,237;31,219;32,195;33,193;34,183;35,161
D7621 1,14;2,23;3,24;4,46;5,70;6,88;7,93;8,95;9,119;10,125;11,135;12,137;13,143;14,148;15,150;16,155;17,170;18,181;19,187;20,194;21,218;22,241;23,261;24,268;25,294;26,270;27,254;28,248;29,246;30,245;31,219;32,203;33,194;34,183;35,164
D7921 1,22;2,33;3,60;4,94;5,104;6,110;7,127;8,161;9,191;10,201;11,231;12,197;13,169;14,164;15,147;16,120;17,110;18,90;19,56;20,43;21,35;22,8;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D8221 1,14;2,40;3,50;4,57;5,60;6,66;7,90;8,93;9,98;10,114;11,140;12,159;13,175;14,185;15,203;16,223;17,238;18,264;19,286;20,301;21,319;22,342;23,352;24,359;25,372;26,349;27,338;28,337;29,330;30,304;31,285;32,283;33,274;34,264;35,263
D8521 1,1;2,2;3,12;4,13;5,41;6,53;7,69;8,99;9,105;10,118;11,148;12,178;13,185;14,194;15,215;16,239;17,240;18,255;19,227;20,220;21,195;22,171;23,149;24,124;25,112;26,97;27,87;28,81;29,60;30,42;31,24;32,5;33,0;34,0;35,0
D8821 1,23;2,28;3,39;4,42;5,43;6,58;7,80;8,102;9,122;10,123;11,129;12,151;13,161;14,167;15,176;16,183;17,198;18,221;19,232;20,235;21,259;22,264;23,266;24,292;25,302;26,293;27,271;28,245;29,221;30,208;31,190;32,185;33,159;34,153;35,135
D9121 1,20;2,36;3,60;4,69;5,89;6,97;7,122;8,149;9,181;10,192;11,220;12,224;13,241;14,250;15,264;16,232;17,228;18,225;19,211;20,187;21,176;22,146;23,143;24,127;25,126;26,110;27,78;28,64;29,48;30,18;31,0;32,0;33,0;34,0;35,0
D9421 1,24;2,43;3,62;4,90;5,102;6,126;7,147;8,174;9,199;10,202;11,205;12,235;13,256;14,272;15,296;16,308;17,315;18,319;19,297;20,270;21,269;22,262;23,247;24,234;25,227;26,226;27,219;28,201;29,195;30,168;31,150;32,126;33,114;34,93;35,63
D9721 1,30;2,45;3,72;4,95;5,129;6,154;7,165;8,171;9,191;10,201;11,202;12,185;13,162;14,132;15,124;16,99;17,77;18,55;19,37;20,19;21,2;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D10021 1,12;2,36;3,60;4,82;5,85;6,96;7,118;8,124;9,152;10,156;11,173;12,200;13,212;14,228;15,231;16,204;17,190;18,178;19,148;20,136;21,119;22,103;23,89;24,85;25,77;26,61;27,37;28,5;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D10321 1,25;2,53;3,83;4,102;5,106;6,123;7,124;8,148;9,156;10,170;11,202;12,214;13,222;14,254;15,268;16,256;17,253;18,225;19,209;20,184;21,162;22,134;23,114;24,113;25,107;26,96;27,66;28,46;29,24;30,7;31,0;32,0;33,0;34,0;35,0
D10621 1,32;2,36;3,48;4,78;5,84;6,112;7,123;8,155;9,163;10,182;11,190;12,201;13,213;14,237;15,241;16,227;17,211;18,200;19,181;20,177;21,147;22,117;23,106;24,89;25,80;26,64;27,37;28,13;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D10921 1,32;2,54;3,76;4,77;5,102;6,130;7,136;8,164;9,189;10,198;11,226;12,240;13,246;14,260;15,266;16,262;17,256;18,248;19,224;20,218;21,204;22,177;23,152;24,128;25,116;26,108;27,92;28,68;29,62;30,46;31,30;32,11;33,7;34,0;35,0
D2625 1,14;2,37;3,50;4,68;5,82;6,85;7,111;8,113;9,123;10,145;11,163;12,168;13,186;14,192;15,212;16,234;17,250;18,255;19,257;20,277;21,291;22,306;23,321;24,340;25,349;26,329;27,311;28,285;29,283;30,270;31,250;32,241;33,230;34,204;35,194
D2925 1,1;2,22;3,47;4,55;5,70;6,71;7,86;8,102;9,130;10,145;11,154;12,179;13,200;14,214;15,230;16,258;17,274;18,297;19,313;20,325;21,330;22,348;23,343;24,321;25,306;26,284;27,266;28,264;29,252;30,245;31,234;32,211;33,185;34,162;35,146
D3225 1,23;2,31;3,65;4,68;5,95;6,113;7,116;8,150;9,155;10,183;11,213;12,205;13,182;14,167;15,142;16,124;17,119;18,94;19,86;20,81;21,49;22,44;23,38;24,8;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D3525 1,19;2,43;3,44;4,69;5,96;6,124;7,127;8,148;9,169;10,178;11,185;12,201;13,219;14,235;15,242;16,272;17,293;18,320;19,316;20,313;21,295;22,268;23,241;24,223;25,205;26,204;27,186;28,159;29,156;30,147;31,140;32,136;33,111;34,108;35,80
D3825 1,12;2,37;3,43;4,55;5,58;6,61;7,88;8,113;9,122;10,126;11,135;12,167;13,179;14,207;15,224;16,210;17,186;18,158;19,154;20,129;21,102;22,94;23,93;24,71;25,68;26,52;27,44;28,12;29,1;30,0;31,0;32,0;33,0;34,0;35,0
D4125 1,4;2,18;3,22;4,39;5,56;6,86;7,97;8,105;9,135;10,165;11,169;12,186;13,208;14,209;15,237;16,223;17,204;18,192;19,183;20,161;21,153;22,147;23,119;24,97;25,80;26,55;27,25;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D4425 1,6;2,8;3,11;4,27;5,45;6,59;7,77;8,82;9,91;10,104;11,111;12,112;13,127;14,146;15,168;16,177;17,201;18,210;19,215;20,218;21,234;22,253;23,263;24,273;25,287;26,284;27,265;28,250;29,227;30,213;31,202;32,199;33,183;34,172;35,166
D4725 1,25;2,28;3,43;4,71;5,95;6,107;7,122;8,135;9,160;10,187;11,209;12,230;13,246;14,261;15,288;16,316;17,343;18,365;19,343;20,321;21,312;22,308;23,289;24,276;25,272;26,242;27,223;28,201;29,197;30,176;31,170;32,149;33,124;34,102;35,75
D5025 1,14;2,19;3,20;4,35;5,53;6,71;7,80;8,83;9,94;10,107;11,131;12,133;13,134;14,149;15,152;16,170;17,176;18,185;19,187;20,213;21,220;22,239;23,261;24,275;25,301;26,282;27,268;28,258;29,249;30,243;31,227;32,208;33,194;34,187;35,167
D5325 1,14;2,40;3,51;4,70;5,88;6,104;7,130;8,141;9,147;10,160;11,183;12,194;13,218;14,224;15,247;16,270;17,280;18,285;19,291;20,292;21,293;22,304;23,318;24,328;25,334;26,314;27,294;28,278;29,258;30,257;31,241;32,221;33,202;34,191;35,167
D5625 1,14;2,30;3,37;4,53;5,62;6,63;7,68;8,74;9,100;10,123;11,145;12,160;13,162;14,177;15,195;16,197;17,198;18,208;19,228;20,233;21,239;22,242;23,261;24,271;25,293;26,271;27,261;28,248;29,226;30,221;31,214;32,203;33,200;34,195;35,190
D5925 1,11;2,36;3,50;4,65;5,74;6,78;7,80;8,102;9,113;10,125;11,133;12,148;13,169;14,184;15,202;16,204;17,230;18,251;19,256;20,263;21,270;22,298;23,293;24,270;25,252;26,234;27,229;28,222;29,210;30,209;31,200;32,186;33,181;34,167;35,160
D6225 1,6;2,25;3,53;4,65;5,71;6,78;7,106;8,119;9,126;10,153;11,177;12,204;13,219;14,232;15,235;16,250;17,269;18,281;19,269;20,254;21,232;22,223;23,219;24,213;25,183;26,179;27,161;28,137;29,133;30,103;31,99;32,69;33,45;34,20;35,14
D6525 1,20;2,33;3,43;4,66;5,92;6,102;7,112;8,138;9,164;10,180;11,185;12,208;13,224;14,230;15,241;16,242;17,260;18,282;19,298;20,314;21,324;22,330;23,348;24,366;25,373;26,358;27,340;28,317;29,307;30,289;31,288;32,275;33,270;34,247;35,228
