D5243 1,63;2,65;3,63;4,59;5,54;6,49;7,45;8,41;9,38;10,35;11,33;12,33;13,33;14,33;15,33
D6043 1,51;2,57;3,64;4,71;5,80;6,87;7,92;8,95;9,95;10,95;11,93;12,93;13,93;14,93;15,93
D6843 1,78;2,89;3,99;4,106;5,110;6,113;7,115;8,116;9,117;10,117;11,117;12,117;13,117;14,117;15,117
D7643 1,35;2,39;3,44;4,48;5,52;6,57;7,63;8,67;9,69;10,70;11,70;12,70;13,70;14,70;15,70
D8443 1,47;2,55;3,62;4,71;5,79;6,87;7,92;8,95;9,97;10,98;11,97;12,97;13,97;14,97;15,97
D9243 1,46;2,55;3,65;4,74;5,80;6,85;7,87;8,88;9,87;10,85;11,83;12,83;13,83;14,83;15,83
D4746 1,40;2,45;3,47;4,49;5,46;6,42;7,38;8,35;9,32;10,30;11,28;12,28;13,28;14,28;15,28
D5546 1,50;2,60;3,70;4,79;5,85;6,87;7,87;8,87;9,87;10,85;11,81;12,81;13,81;14,81;15,81
D6346 1,53;2,62;3,70;4,76;5,83;6,90;7,95;8,98;9,100;10,100;11,99;12,99;13,99;14,99;15,99
D7146 1,32;2,39;3,45;4,50;5,55;6,58;7,63;8,66;9,68;10,69;11,69;12,69;13,69;14,69;15,69
D7946 1,71;2,72;3,71;4,70;5,66;6,60;7,56;8,51;9,47;10,44;11,41;12,41;13,41;14,41;15,41
D8746 1,42;2,50;3,58;4,65;5,67;6,68;7,66;8,65;9,63;10,60;11,56;12,56;13,56;14,56;15,56
D9546 1,32;2,32;3,31;4,27;5,24;6,22;7,20;8,18;9,16;10,15;11,14;12,14;13,14;14,14;15,14
D5049 1,47;2,56;3,67;4,76;5,86;6,94;7,101;8,104;9,105;10,106;11,106;12,106;13,106;14,106;15,106
D5849 1,44;2,53;3,61;4,69;5,73;6,74;7,72;8,68;9,65;10,61;11,58;12,58;13,58;14,58;15,58
D6649 1,35;2,44;3,54;4,64;5,70;6,74;7,75;8,75;9,74;10,71;11,68;12,68;13,68;14,68;15,68
D7449 1,45;2,51;3,55;4,59;5,59;6,56;7,53;8,49;9,45;10,42;11,39;12,39;13,39;14,39;15,39
D8249 1,53;2,61;3,69;4,78;5,87;6,95;7,100;8,102;9,102;10,101;11,99;12,99;13,99;14,99;15,99
D9049 1,47;2,59;3,69;4,76;5,78;6,77;7,75;8,71;9,67;10,62;11,58;12,58;13,58;14,58;15,58
D9849 1,25;2,34;3,42;4,49;5,56;6,65;7,72;8,76;9,78;10,78;11,78;12,78;13,78;14,78;15,78
