D502151 1,13;2,43;3,68;4,77;5,104;6,105;7,135;8,145;9,155;10,177;11,193;12,218;13,221;14,225;15,237;16,246;17,250;18,278;19,302;20,311;21,323;22,341;23,344;24,372;25,397;26,412;27,405;28,399;29,389;30,373;31,349;32,334;33,307;34,300;35,278;36,251;37,236;38,232;39,222;40,195;41,174;42,147;43,120;44,111;45,110;46,106;47,91;48,87;49,71;50,70
D512151 1,1;2,19;3,43;4,67;5,70;6,92;7,110;8,138;9,142;10,163;11,170;12,183;13,195;14,220;15,229;16,238;17,265;18,284;19,296;20,317;21,339;22,349;23,377;24,381;25,409;26,419;27,395;28,385;29,366;30,357;31,356;32,329;33,319;34,315;35,285;36,279;37,275;38,245;39,235;40,231;41,209;42,197;43,172;44,168;45,161;46,133;47,115;48,111;49,84;50,63
D522151 1,12;2,36;3,55;4,75;5,103;6,104;7,129;8,154;9,186;10,210;11,238;12,262;13,271;14,290;15,322;16,338;17,346;18,365;19,389;20,408;21,432;22,404;23,395;24,391;25,385;26,368;27,367;28,340;29,328;30,312;31,285;32,260;33,252;34,251;35,247;36,243;37,219;38,203;39,183;40,161;41,133;42,127;43,107;44,80;45,79;46,78;47,72;48,50;49,34;50,28
D532151 1,32;2,59;3,67;4,94;5,111;6,139;7,171;8,184;9,202;10,217;11,237;12,262;13,270;14,287;15,302;16,307;17,285;18,284;19,276;20,259;21,237;22,219;23,192;24,184;25,166;26,138;27,127;28,114;29,106;30,83;31,51;32,33;33,5;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D542151 1,1;2,6;3,14;4,41;5,54;6,76;7,96;8,101;9,106;10,112;11,123;12,150;13,167;14,189;15,195;16,218;17,193;18,190;19,162;20,139;21,124;22,94;23,86;24,83;25,73;26,70;27,64;28,54;29,43;30,21;31,18;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D552151 1,7;2,27;3,41;4,43;5,58;6,61;7,74;8,75;9,89;10,109;11,124;12,148;13,149;14,151;15,158;16,169;17,182;18,193;19,208;20,227;21,246;22,261;23,283;24,306;25,322;26,323;27,341;28,351;29,377;30,388;31,393;32,417;33,435;34,458;35,463;36,485;37,459;38,440;39,427;40,405;41,390;42,367;43,361;44,355;45,332;46,326;47,303;48,293;49,282;50,256
D562151 1,6;2,22;3,26;4,33;5,48;6,73;7,77;8,102;9,109;10,119;11,141;12,151;13,154;14,178;15,196;16,206;17,236;18,242;19,261;20,279;21,282;22,310;23,332;24,344;25,348;26,363;27,342;28,323;29,311;30,298;31,294;32,282;33,255;34,243;35,237;36,233;37,230;38,206;39,191;40,187;41,159;42,134;43,113;44,100;45,70;46,69;47,45;48,17;49,7;50,0
D572151 1,20;2,21;3,40;4,59;5,67;6,70;7,76;8,77;9,83;10,99;11,127;12,133;13,149;14,155;15,159;16,178;17,195;18,198;19,212;20,229;21,254;22,235;23,205;24,188;25,166;26,160;27,151;28,147;29,135;30,108;31,107;32,85;33,60;34,44;35,33;36,14;37,6;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D582151 1,22;2,43;3,44;4,56;5,65;6,86;7,105;8,110;9,122;10,150;11,155;12,180;13,192;14,218;15,229;16,254;17,272;18,281;19,299;20,304;21,306;22,324;23,345;24,363;25,368;26,389;27,405;28,426;29,449;30,470;31,493;32,467;33,455;34,434;35,427;36,418;37,392;38,371;39,353;40,344;41,340;42,319;43,303;44,282;45,273;46,247;47,228;48,202;49,179;50,167
D592151 1,4;2,15;3,23;4,53;5,80;6,99;7,123;8,143;9,160;10,190;11,199;12,203;13,233;14,249;15,279;16,306;17,312;18,344;19,376;20,400;21,417;22,392;23,388;24,384;25,376;26,360;27,335;28,311;29,303;30,297;31,273;32,243;33,211;34,181;35,172;36,160;37,136;38,114;39,97;40,91;41,85;42,84;43,62;44,54;45,46;46,38;47,8;48,0;49,0;50,0
D602151 1,26;2,30;3,46;4,48;5,64;6,86;7,97;8,104;9,129;10,131;11,146;12,169;13,187;14,212;15,227;16,246;17,254;18,279;19,297;20,320;21,332;22,337;23,362;24,390;25,408;26,416;27,442;28,463;29,481;30,489;31,494;32,480;33,466;34,450;35,449;36,434;37,418;38,409;39,386;40,370;41,369;42,362;43,350;44,325;45,320;46,306;47,298;48,275;49,249;50,233
D612151 1,28;2,39;3,63;4,93;5,104;6,126;7,158;8,172;9,196;10,213;11,233;12,255;13,279;14,296;15,300;16,312;17,331;18,356;19,388;20,394;21,422;22,397;23,393;24,361;25,355;26,336;27,304;28,284;29,273;30,267;31,259;32,240;33,221;34,210;35,182;36,173;37,159;38,158;39,139;40,136;41,111;42,99;43,96;44,66;45,52;46,40;47,28;48,12;49,0;50,0
D622151 1,27;2,30;3,52;4,75;5,98;6,121;7,141;8,161;9,166;10,200;11,234;12,262;13,280;14,302;15,312;16,342;17,332;18,327;19,309;20,292;21,282;22,274;23,269;24,242;25,224;26,204;27,184;28,156;29,139;30,128;31,100;32,99;33,74;34,66;35,44;36,29;37,16;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D632151 1,26;2,45;3,57;4,61;5,65;6,77;7,79;8,91;9,114;10,140;11,155;12,163;13,164;14,190;15,197;16,212;17,224;18,239;19,248;20,256;21,268;22,287;23,288;24,293;25,294;26,302;27,330;28,353;29,355;30,374;31,392;32,376;33,364;34,362;35,336;36,308;37,296;38,292;39,283;40,265;41,260;42,256;43,247;44,245;45,243;46,222;47,213;48,198;49,196;50,187
D642151 1,11;2,18;3,46;4,62;5,71;6,90;7,98;8,113;9,128;10,136;11,140;12,163;13,178;14,193;15,201;16,229;17,243;18,266;19,273;20,275;21,279;22,297;23,316;24,339;25,358;26,365;27,370;28,385;29,389;30,408;31,427;32,409;33,386;34,358;35,349;36,347;37,324;38,322;39,303;40,296;41,294;42,289;43,278;44,269;45,243;46,220;47,208;48,199;49,171;50,167
D162161 1,15;2,25;3,43;4,66;5,88;6,93;7,98;8,103;9,110;10,133;11,149;12,152;13,172;14,190;15,208;16,218;17,234;18,241;19,252;20,272;21,285;22,286;23,292;24,316;25,327;26,349;27,373;28,396;29,405;30,408;31,422;32,424;33,427;34,428;35,443;36,453;37,447;38,445;39,423;40,409;41,390;42,383;43,367;44,347;45,324;46,309;47,307;48,293;49,278;50,264
D172161 1,3;2,25;3,35;4,36;5,60;6,66;7,75;8,93;9,105;10,108;11,135;12,160;13,164;14,171;15,192;16,196;17,211;18,241;19,259;20,283;21,310;22,316;23,334;24,343;25,361;26,368;27,359;28,329;29,322;30,312;31,300;32,278;33,272;34,259;35,240;36,228;37,204;38,177;39,168;40,158;41,152;42,122;43,100;44,91;45,79;46,52;47,25;48,1;49,0;50,0
D182161 1,13;2,26;3,51;4,73;5,74;6,102;7,129;8,135;9,151;10,179;11,204;12,217;13,227;14,236;15,252;16,270;17,291;18,319;19,346;20,370;21,392;22,413;23,414;24,436;25,463;26,485;27,466;28,445;29,433;30,429;31,414;32,410;33,395;34,377;35,350;36,346;37,318;38,317;39,290;40,280;41,262;42,243;43,225;44,203;45,175;46,174;47,162;48,152;49,143;50,122
D192161 1,12;2,31;3,35;4,44;5,48;6,62;7,78;8,99;9,100;10,104;11,127;12,138;13,139;14,164;15,192;16,220;17,235;18,256;19,272;20,280;21,295;22,321;23,344;24,365;25,390;26,394;27,420;28,446;29,469;30,488;31,509;32,495;33,481;34,453;35,430;36,404;37,388;38,379;39,365;40,343;41,324;42,302;43,283;44,276;45,265;46,257;47,235;48,214;49,205;50,186
D202161 1,19;2,38;3,58;4,70;5,86;6,97;7,121;8,130;9,152;10,171;11,190;12,206;13,222;14,233;15,252;16,260;17,280;18,288;19,289;20,319;21,347;22,333;23,332;24,320;25,292;26,286;27,269;28,245;29,225;30,209;31,185;32,165;33,141;34,127;35,95;36,78;37,66;38,49;39,22;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D212161 1,19;2,23;3,29;4,51;5,76;6,98;7,128;8,146;9,176;10,206;11,234;12,259;13,278;14,285;15,307;16,325;17,329;18,359;19,372;20,378;21,406;22,436;23,461;24,467;25,474;26,504;27,503;28,502;29,487;30,478;31,462;32,434;33,431;34,428;35,427;36,409;37,387;38,371;39,359;40,340;41,322;42,292;43,285;44,258;45,228;46,227;47,214;48,189;49,168;50,167
D222161 1,21;2,39;3,69;4,81;5,96;6,115;7,145;8,166;9,193;10,212;11,215;12,221;13,228;14,243;15,270;16,277;17,287;18,294;19,310;20,317;21,333;22,339;23,342;24,355;25,374;26,393;27,380;28,352;29,325;30,300;31,278;32,256;33,255;34,242;35,233;36,203;37,181;38,163;39,139;40,124;41,111;42,99;43,96;44,75;45,69;46,51;47,48;48,41;49,14;50,13
D232161 1,3;2,35;3,52;4,84;5,89;6,116;7,134;8,145;9,179;10,201;11,209;12,220;13,247;14,262;15,272;16,292;17,286;18,275;19,245;20,232;21,221;22,220;23,190;24,179;25,151;26,140;27,122;28,95;29,92;30,79;31,59;32,42;33,32;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D242161 1,11;2,22;3,47;4,53;5,57;6,66;7,82;8,112;9,134;10,151;11,181;12,198;13,199;14,205;15,217;16,218;17,234;18,266;19,298;20,330;21,341;22,332;23,323;24,320;25,303;26,273;27,261;28,245;29,215;30,204;31,184;32,157;33,151;34,145;35,142;36,125;37,111;38,108;39,96;40,74;41,47;42,44;43,36;44,14;45,0;46,0;47,0;48,0;49,0;50,0
D252161 1,20;2,29;3,45;4,69;5,89;6,100;7,112;8,144;9,147;10,158;11,169;12,197;13,200;14,211;15,231;16,245;17,249;18,263;19,291;20,295;21,311;22,299;23,271;24,247;25,223;26,207;27,204;28,198;29,194;30,186;31,180;32,177;33,160;34,130;35,105;36,86;37,77;38,63;39,43;40,29;41,18;42,1;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D262161 1,12;2,31;3,49;4,61;5,86;6,93;7,97;8,127;9,136;10,155;11,162;12,190;13,194;14,212;15,225;16,255;17,268;18,296;19,326;20,341;21,348;22,378;23,397;24,410;25,422;26,423;27,399;28,392;29,377;30,353;31,329;32,310;33,303;34,294;35,278;36,253;37,252;38,242;39,241;40,211;41,190;42,168;43,159;44,146;45,131;46,115;47,102;48,87;49,80;50,58
D272161 1,16;2,38;3,54;4,56;5,67;6,79;7,86;8,94;9,113;10,115;11,140;12,163;13,181;14,197;15,223;16,251;17,266;18,271;19,299;20,301;21,302;22,310;23,325;24,329;25,347;26,355;27,381;28,403;29,422;30,436;31,447;32,422;33,421;34,396;35,371;36,369;37,354;38,345;39,330;40,321;41,305;42,294;43,286;44,275;45,256;46,245;47,226;48,203;49,178;50,176
D282161 1,15;2,26;3,46;4,64;5,73;6,80;7,86;8,99;9,118;10,127;11,129;12,139;13,161;14,164;15,171;16,186;17,210;18,215;19,234;20,237;21,248;22,274;23,276;24,294;25,309;26,319;27,343;28,363;29,366;30,372;31,394;32,396;33,410;34,434;35,441;36,460;37,453;38,452;39,432;40,418;41,392;42,385;43,383;44,377;45,371;46,358;47,340;48,314;49,290;50,275
D292161 1,9;2,25;3,34;4,52;5,64;6,68;7,80;8,92;9,107;10,122;11,123;12,145;13,150;14,161;15,170;16,174;17,196;18,212;19,230;20,249;21,256;22,265;23,269;24,278;25,306;26,329;27,331;28,357;29,376;30,384;31,405;32,382;33,356;34,345;35,334;36,320;37,312;38,287;39,285;40,283;41,274;42,251;43,228;44,207;45,188;46,180;47,159;48,143;49,118;50,107
D302161 1,17;2,42;3,57;4,62;5,73;6,95;7,110;8,123;9,140;10,165;11,190;12,212;13,222;14,230;15,243;16,251;17,226;18,196;19,174;20,173;21,165;22,143;23,128;24,103;25,95;26,61;27,39;28,36;29,9;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D312161 1,25;2,47;3,75;4,81;5,82;6,88;7,91;8,103;9,127;10,139;11,161;12,188;13,218;14,238;15,252;16,253;17,272;18,291;19,323;20,324;21,325;22,317;23,292;24,273;25,257;26,249;27,230;28,203;29,183;30,177;31,153;32,131;33,120;34,114;35,103;36,95;37,75;38,72;39,42;40,22;41,16;42,15;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D322161 1,6;2,40;3,58;4,86;5,103;6,130;7,158;8,171;9,179;10,189;11,223;12,240;13,248;14,259;15,284;16,309;17,294;18,272;19,266;20,261;21,234;22,214;23,206;24,189;25,169;26,151;27,143;28,140;29,117;30,90;31,70;32,64;33,34;34,14;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D332161 1,9;2,21;3,28;4,47;5,65;6,70;7,82;8,89;9,100;10,114;11,116;12,134;13,145;14,153;15,154;16,170;17,196;18,221;19,243;20,251;21,276;22,301;23,310;24,328;25,354;26,380;27,384;28,409;29,434;30,446;31,455;32,450;33,449;34,434;35,429;36,417;37,405;38,377;39,361;40,333;41,319;42,298;43,287;44,268;45,253;46,225;47,214;48,189;49,164;50,162
D342161 1,1;2,6;3,7;4,16;5,30;6,41;7,56;8,60;9,79;10,94;11,105;12,126;13,133;14,138;15,143;16,148;17,169;18,191;19,195;20,213;21,214;22,225;23,230;24,232;25,253;26,254;27,279;28,298;29,321;30,333;31,337;32,314;33,286;34,268;35,242;36,237;37,209;38,193;39,186;40,171;41,148;42,141;43,134;44,118;45,114;46,91;47,77;48,54;49,38;50,22
D352161 1,19;2,25;3,31;4,43;5,61;6,79;7,103;8,110;9,119;10,146;11,173;12,185;13,188;14,213;15,241;16,260;17,282;18,303;19,319;20,332;21,360;22,372;23,382;24,412;25,442;26,461;27,440;28,437;29,421;30,409;31,399;32,371;33,359;34,343;35,331;36,303;37,275;38,271;39,270;40,255;41,240;42,218;43,197;44,196;45,180;46,171;47,161;48,152;49,131;50,106
D362161 1,10;2,23;3,24;4,43;5,71;6,84;7,90;8,91;9,95;10,123;11,138;12,165;13,195;14,198;15,216;16,229;17,239;18,254;19,258;20,261;21,289;22,308;23,326;24,342;25,361;26,367;27,363;28,335;29,314;30,292;31,270;32,261;33,249;34,237;35,236;36,229;37,210;38,191;39,175;40,172;41,159;42,153;43,147;44,122;45,104;46,100;47,97;48,88;49,63;50,38
D372161 1,6;2,30;3,49;4,52;5,65;6,68;7,90;8,104;9,111;10,116;11,138;12,162;13,165;14,168;15,194;16,200;17,224;18,248;19,267;20,282;21,285;22,288;23,302;24,316;25,332;26,346;27,351;28,371;29,394;30,408;31,414;32,433;33,448;34,461;35,468;36,479;37,478;38,467;39,454;40,441;41,440;42,438;43,418;44,400;45,382;46,356;47,338;48,316;49,297;50,291
D382161 1,1;2,23;3,39;4,50;5,53;6,77;7,80;8,99;9,118;10,125;11,131;12,141;13,156;14,161;15,164;16,165;17,184;18,198;19,216;20,218;21,233;22,243;23,267;24,274;25,293;26,306;27,313;28,327;29,345;30,369;31,388;32,398;33,414;34,427;35,445;36,448;37,443;38,432;39,425;40,410;41,397;42,373;43,360;44,351;45,340;46,321;47,307;48,301;49,290;50,287
D392161 1,5;2,28;3,44;4,62;5,63;6,82;7,83;8,92;9,112;10,126;11,136;12,159;13,178;14,197;15,217;16,231;17,251;18,264;19,267;20,270;21,290;22,293;23,311;24,322;25,338;26,356;27,366;28,367;29,381;30,400;31,424;32,443;33,469;34,489;35,513;36,524;37,521;38,520;39,514;40,512;41,496;42,487;43,480;44,477;45,468;46,444;47,442;48,416;49,411;50,398
D402161 1,18;2,31;3,55;4,61;5,85;6,100;7,109;8,122;9,128;10,155;11,165;12,174;13,199;14,200;15,221;16,246;17,270;18,295;19,296;20,317;21,336;22,348;23,352;24,355;25,371;26,375;27,374;28,358;29,349;30,343;31,325;32,295;33,282;34,279;35,269;36,256;37,252;38,249;39,236;40,223;41,198;42,189;43,161;44,131;45,118;46,88;47,58;48,48;49,45;50,27
D412161 1,19;2,46;3,58;4,72;5,94;6,122;7,130;8,138;9,168;10,198;11,199;12,216;13,244;14,261;15,293;16,323;17,337;18,354;19,384;20,392;21,420;22,388;23,372;24,344;25,338;26,334;27,304;28,293;29,289;30,265;31,256;32,240;33,229;34,210;35,182;36,171;37,143;38,137;39,118;40,96;41,71;42,49;43,29;44,20;45,0;46,0;47,0;48,0;49,0;50,0
D422161 1,25;2,34;3,45;4,77;5,83;6,115;7,134;8,154;9,186;10,187;11,203;12,231;13,235;14,255;15,280;16,307;17,329;18,349;19,377;20,397;21,411;22,392;23,383;24,356;25,331;26,303;27,279;28,259;29,237;30,236;31,209;32,177;33,176;34,146;35,121;36,117;37,93;38,82;39,58;40,54;41,32;42,21;43,2;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D432161 1,17;2,49;3,59;4,69;5,96;6,106;7,114;8,142;9,150;10,182;11,185;12,208;13,240;14,248;15,253;16,268;17,234;18,200;19,172;20,152;21,142;22,131;23,104;24,76;25,56;26,24;27,16;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D442161 1,5;2,12;3,40;4,41;5,64;6,75;7,103;8,124;9,135;10,146;11,153;12,179;13,183;14,188;15,197;16,206;17,210;18,222;19,231;20,252;21,257;22,262;23,288;24,316;25,338;26,342;27,351;28,377;29,393;30,415;31,440;32,429;33,418;34,411;35,395;36,379;37,374;38,346;39,337;40,329;41,308;42,293;43,274;44,270;45,244;46,226;47,208;48,206;49,191;50,187
D452161 1,27;2,38;3,39;4,45;5,56;6,83;7,117;8,118;9,123;10,148;11,163;12,180;13,202;14,220;15,223;16,228;17,220;18,210;19,205;20,175;21,148;22,123;23,105;24,77;25,67;26,39;27,26;28,16;29,15;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D462161 1,6;2,16;3,32;4,54;5,84;6,100;7,101;8,126;9,145;10,146;11,153;12,181;13,190;14,191;15,219;16,240;17,250;18,254;19,284;20,300;21,319;22,349;23,355;24,371;25,374;26,380;27,376;28,355;29,354;30,336;31,314;32,290;33,284;34,257;35,236;36,209;37,206;38,194;39,176;40,157;41,129;42,120;43,101;44,92;45,79;46,67;47,51;48,36;49,11;50,5
D472161 1,1;2,12;3,34;4,64;5,75;6,100;7,117;8,129;9,159;10,167;11,175;12,192;13,201;14,207;15,237;16,261;17,283;18,291;19,308;20,319;21,346;22,334;23,322;24,311;25,307;26,299;27,288;28,258;29,246;30,230;31,227;32,213;33,183;34,169;35,141;36,114;37,90;38,65;39,61;40,41;41,14;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D482161 1,18;2,24;3,44;4,60;5,70;6,89;7,108;8,119;9,128;10,148;11,151;12,152;13,165;14,187;15,202;16,218;17,232;18,252;19,266;20,280;21,289;22,303;23,312;24,338;25,352;26,378;27,402;28,422;29,445;30,450;31,464;32,478;33,492;34,508;35,521;36,527;37,511;38,502;39,491;40,468;41,445;42,432;43,429;44,423;45,421;46,398;47,383;48,373;49,354;50,353
D492161 1,24;2,48;3,64;4,76;5,104;6,126;7,158;8,174;9,185;10,207;11,229;12,254;13,265;14,276;15,282;16,291;17,311;18,335;19,360;20,390;21,412;22,409;23,384;24,375;25,369;26,352;27,327;28,308;29,276;30,254;31,227;32,199;33,172;34,169;35,158;36,133;37,122;38,118;39,91;40,83;41,77;42,71;43,57;44,40;45,18;46,1;47,0;48,0;49,0;50,0
D502161 1,22;2,41;3,62;4,83;5,84;6,105;7,128;8,136;9,164;10,182;11,183;12,205;13,214;14,235;15,261;16,280;17,296;18,314;19,335;20,360;21,388;22,400;23,418;24,439;25,455;26,477;27,486;28,514;29,515;30,519;31,541;32,523;33,501;34,494;35,493;36,491;37,472;38,446;39,424;40,417;41,392;42,371;43,359;44,345;45,336;46,308;47,287;48,283;49,281;50,256
D512161 1,1;2,16;3,34;4,59;5,66;6,79;7,92;8,104;9,114;10,124;11,130;12,140;13,162;14,178;15,206;16,207;17,216;18,226;19,254;20,261;21,289;22,311;23,327;24,330;25,334;26,340;27,339;28,338;29,332;30,310;31,306;32,293;33,271;34,262;35,259;36,243;37,227;38,221;39,220;40,195;41,191;42,182;43,175;44,145;45,136;46,132;47,117;48,102;49,95;50,89
D522161 1,27;2,40;3,58;4,61;5,83;6,98;7,126;8,160;9,166;10,169;11,180;12,188;13,198;14,201;15,202;16,222;17,214;18,186;19,171;20,154;21,136;22,126;23,106;24,74;25,71;26,56;27,48;28,18;29,12;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D532161 1,1;2,7;3,8;4,17;5,22;6,44;7,46;8,64;9,66;10,86;11,104;12,113;13,131;14,149;15,150;16,161;17,184;18,189;19,190;20,196;21,203;22,209;23,225;24,227;25,234;26,240;27,262;28,263;29,277;30,287;31,311;32,326;33,348;34,372;35,382;36,397;37,392;38,373;39,353;40,330;41,308;42,288;43,278;44,276;45,260;46,255;47,250;48,224;49,208;50,202
D542161 1,5;2,32;3,52;4,75;5,107;6,122;7,147;8,179;9,207;10,234;11,264;12,274;13,275;14,302;15,320;16,337;17,322;18,316;19,291;20,264;21,232;22,200;23,177;24,174;25,166;26,158;27,152;28,122;29,117;30,94;31,84;32,59;33,46;34,38;35,8;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D552161 1,28;2,29;3,43;4,51;5,71;6,80;7,91;8,103;9,131;10,159;11,178;12,203;13,223;14,229;15,245;16,248;17,260;18,261;19,283;20,299;21,324;22,323;23,303;24,299;25,275;26,247;27,239;28,238;29,213;30,197;31,181;32,167;33,158;34,149;35,125;36,95;37,79;38,70;39,50;40,41;41,21;42,13;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D562161 1,27;2,44;3,52;4,77;5,89;6,111;7,125;8,126;9,145;10,164;11,181;12,187;13,203;14,215;15,247;16,266;17,269;18,283;19,303;20,322;21,331;22,315;23,314;24,311;25,281;26,269;27,253;28,231;29,204;30,198;31,195;32,189;33,165;34,153;35,121;36,102;37,91;38,69;39,52;40,41;41,22;42,16;43,12;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D572161 1,19;2,41;3,47;4,59;5,81;6,108;7,126;8,133;9,158;10,165;11,192;12,205;13,226;14,242;15,269;16,287;17,302;18,308;19,323;20,336;21,349;22,364;23,373;24,385;25,401;26,428;27,406;28,403;29,402;30,380;31,370;32,358;33,337;34,313;35,285;36,263;37,257;38,253;39,252;40,239;41,238;42,229;43,208;44,201;45,191;46,175;47,163;48,150;49,122;50,115
D582161 1,20;2,34;3,52;4,75;5,88;6,94;7,100;8,111;9,117;10,118;11,127;12,136;13,147;14,148;15,164;16,173;17,179;18,190;19,200;20,218;21,240;22,266;23,275;24,294;25,296;26,318;27,336;28,342;29,348;30,368;31,379;32,403;33,406;34,412;35,423;36,437;37,431;38,429;39,418;40,405;41,404;42,378;43,377;44,376;45,350;46,336;47,321;48,308;49,282;50,280
D592161 1,27;2,49;3,76;4,103;5,106;6,110;7,132;8,149;9,163;10,179;11,193;12,217;13,237;14,259;15,270;16,290;17,322;18,328;19,360;20,361;21,367;22,343;23,329;24,307;25,283;26,263;27,238;28,230;29,208;30,200;31,197;32,186;33,154;34,153;35,141;36,129;37,110;38,94;39,66;40,55;41,54;42,50;43,30;44,24;45,20;46,0;47,0;48,0;49,0;50,0
D602161 1,3;2,14;3,28;4,35;5,55;6,66;7,92;8,116;9,121;10,143;11,167;12,187;13,206;14,228;15,243;16,245;17,267;18,281;19,291;20,307;21,317;22,324;23,344;24,353;25,373;26,388;27,414;28,438;29,448;30,461;31,475;32,478;33,484;34,485;35,491;36,514;37,503;38,490;39,480;40,458;41,445;42,431;43,405;44,391;45,389;46,366;47,343;48,321;49,306;50,282
D612161 1,22;2,48;3,74;4,76;5,94;6,122;7,127;8,135;9,143;10,157;11,166;12,187;13,215;14,240;15,265;16,279;17,304;18,312;19,331;20,357;21,369;22,390;23,412;24,437;25,438;26,459;27,482;28,498;29,510;30,529;31,554;32,543;33,518;34,511;35,503;36,485;37,469;38,467;39,439;40,434;41,413;42,390;43,362;44,346;45,339;46,313;47,295;48,287;49,262;50,244
D622161 1,25;2,53;3,78;4,103;5,108;6,121;7,148;8,153;9,183;10,194;11,228;12,229;13,254;14,262;15,263;16,278;17,246;18,223;19,195;20,187;21,169;22,151;23,136;24,131;25,125;26,124;27,104;28,98;29,85;30,72;31,66;32,34;33,11;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D632161 1,28;2,60;3,78;4,105;5,132;6,164;7,186;8,201;9,204;10,212;11,246;12,259;13,277;14,280;15,302;16,330;17,319;18,294;19,274;20,273;21,239;22,236;23,213;24,205;25,188;26,178;27,144;28,134;29,111;30,93;31,71;32,48;33,40;34,13;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D642161 1,13;2,41;3,50;4,80;5,83;6,110;7,129;8,159;9,169;10,181;11,185;12,215;13,231;14,252;15,270;16,294;17,298;18,301;19,302;20,321;21,345;22,358;23,370;24,398;25,405;26,424;27,400;28,378;29,357;30,339;31,326;32,314;33,307;34,304;35,289;36,265;37,246;38,224;39,196;40,192;41,191;42,179;43,154;44,144;45,137;46,107;47,106;48,84;49,54;50,48
D652161 1,4;2,28;3,32;4,44;5,50;6,51;7,76;8,94;9,113;10,116;11,129;12,154;13,164;14,176;15,182;16,207;17,211;18,215;19,245;20,255;21,283;22,313;23,328;24,338;25,356;26,360;27,339;28,338;29,317;30,296;31,275;32,262;33,250;34,243;35,236;36,206;37,191;38,164;39,160;40,130;41,117;42,104;43,100;44,91;45,82;46,58;47,52;48,46;49,30;50,6
D172171 1,18;2,35;3,53;4,83;5,86;6,103;7,113;8,133;9,156;10,162;11,180;12,197;13,215;14,235;15,248;16,254;17,249;18,221;19,196;20,190;21,189;22,188;23,187;24,172;25,162;26,159;27,144;28,117;29,106;30,100;31,95;32,67;33,56;34,39;35,33;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D182171 1,11;2,35;3,47;4,48;5,68;6,77;7,109;8,129;9,151;10,160;11,192;12,219;13,225;14,231;15,243;16,247;17,277;18,305;19,321;20,353;21,377;22,365;23,338;24,316;25,312;26,287;27,268;28,249;29,225;30,211;31,205;32,178;33,162;34,130;35,121;36,110;37,96;38,93;39,61;40,36;41,28;42,24;43,8;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D192171 1,13;2,33;3,56;4,84;5,87;6,109;7,136;8,163;9,166;10,196;11,204;12,236;13,242;14,245;15,267;16,287;17,265;18,237;19,209;20,182;21,159;22,151;23,131;24,125;25,95;26,80;27,50;28,20;29,10;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
