D31567 1,5;2,19;3,20;4,24;5,28;6,50;7,71;8,89;9,115;10,124;11,129;12,130;13,132;14,136;15,141;16,140;17,129;18,118;19,104;20,88;21,65;22,39;23,34;24,16
D7978 1,27;2,52;3,82;4,94;5,110;6,124;7,141;8,142;9,150;10,161;11,158;12,139;13,115;14,114;15,108;16,100;17,91;18,88;19,76;20,51;21,29;22,26;23,0;24,0
D9278 1,12;2,28;3,31;4,49;5,56;6,84;7,94;8,107;9,125;10,138;11,147;12,148;13,170;14,161;15,139;16,123;17,122;18,115;19,94;20,73;21,67;22,42;23,27;24,17
D10578 1,14;2,15;3,38;4,61;5,85;6,99;7,110;8,111;9,120;10,130;11,141;12,154;13,173;14,176;15,187;16,193;17,204;18,193;19,169;20,143;21,140;22,116;23,110;24,88
D11878 1,22;2,23;3,40;4,70;5,81;6,115;7,118;8,146;9,135;10,112;11,97;12,87;13,60;14,45;15,18;16,10;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D13178 1,17;2,25;3,26;4,46;5,52;6,75;7,92;8,97;9,70;10,38;11,11;12,0;13,0;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D14478 1,1;2,21;3,24;4,52;5,57;6,65;7,95;8,127;9,112;10,85;11,55;12,28;13,3;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D15778 1,2;2,9;3,11;4,17;5,26;6,45;7,54;8,65;9,68;10,75;11,84;12,94;13,96;14,109;15,116;16,117;17,123;18,117;19,99;20,96;21,87;22,78;23,55;24,33
D17078 1,21;2,37;3,64;4,79;5,101;6,123;7,136;8,157;9,179;10,204;11,234;12,246;13,253;14,228;15,218;16,197;17,173;18,154;19,153;20,129;21,128;22,127;23,121;24,105
D18378 1,5;2,20;3,40;4,62;5,72;6,85;7,113;8,136;9,123;10,113;11,100;12,87;13,77;14,74;15,47;16,34;17,24;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D19678 1,24;2,30;3,53;4,69;5,82;6,100;7,119;8,137;9,140;10,163;11,181;12,195;13,200;14,213;15,227;16,230;17,253;18,237;19,213;20,200;21,191;22,171;23,169;24,145
D20978 1,28;2,40;3,52;4,56;5,72;6,76;7,79;8,83;9,96;10,103;11,128;12,131;13,152;14,134;15,122;16,98;17,92;18,62;19,47;20,40;21,12;22,0;23,0;24,0
D22278 1,3;2,33;3,65;4,92;5,116;6,138;7,155;8,171;9,199;10,203;11,202;12,183;13,151;14,119;15,89;16,59;17,55;18,49;19,46;20,38;21,11;22,0;23,0;24,0
D23578 1,16;2,38;3,46;4,76;5,100;6,109;7,110;8,127;9,159;10,186;11,185;12,166;13,155;14,138;15,118;16,106;17,97;18,88;19,72;20,68;21,38;22,29;23,18;24,12
D24878 1,22;2,47;3,69;4,97;5,113;6,131;7,155;8,176;9,183;10,205;11,221;12,243;13,258;14,236;15,220;16,213;17,212;18,187;19,163;20,135;21,117;22,96;23,92;24,86
D26178 1,25;2,34;3,58;4,77;5,85;6,113;7,130;8,147;9,167;10,168;11,167;12,150;13,131;14,114;15,111;16,107;17,95;18,91;19,80;20,58;21,57;22,35;23,13;24,9
D27478 1,32;2,60;3,84;4,116;5,146;6,150;7,172;8,178;9,198;10,212;11,198;12,194;13,167;14,135;15,116;16,105;17,80;18,76;19,44;20,22;21,0;22,0;23,0;24,0
D28778 1,7;2,18;3,29;4,44;5,63;6,84;7,105;8,126;9,145;10,153;11,167;12,192;13,218;14,233;15,258;16,256;17,251;18,236;19,211;20,185;21,183;22,176;23,167;24,142
D30078 1,32;2,50;3,55;4,85;5,107;6,120;7,128;8,139;9,124;10,119;11,106;12,84;13,52;14,47;15,34;16,23;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D31378 1,30;2,47;3,62;4,90;5,91;6,92;7,97;8,100;9,83;10,61;11,60;12,35;13,12;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D32678 1,10;2,12;3,15;4,25;5,30;6,39;7,52;8,75;9,90;10,99;11,109;12,123;13,146;14,165;15,180;16,181;17,201;18,177;19,159;20,157;21,134;22,129;23,105;24,96
D9089 1,5;2,23;3,24;4,25;5,31;6,58;7,86;8,108;9,74;10,54;11,34;12,11;13,0;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D10389 1,5;2,30;3,64;4,65;5,76;6,110;7,138;8,156;9,122;10,95;11,65;12,33;13,18;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D11689 1,4;2,17;3,36;4,40;5,55;6,56;7,72;8,87;9,108;10,126;11,127;12,151;13,163;14,135;15,134;16,107;17,100;18,93;19,75;20,72;21,54;22,29;23,26;24,16
D12989 1,23;2,31;3,46;4,52;5,57;6,68;7,81;8,101;9,93;10,78;11,63;12,50;13,25;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D14289 1,27;2,55;3,74;4,78;5,105;6,108;7,132;8,150;9,175;10,197;11,213;12,216;13,219;14,194;15,173;16,164;17,146;18,139;19,133;20,120;21,95;22,77;23,64;24,37
D15589 1,19;2,32;3,56;4,82;5,98;6,107;7,110;8,132;9,151;10,174;11,185;12,187;13,192;14,207;15,222;16,224;17,242;18,239;19,221;20,202;21,184;22,170;23,157;24,151
D16889 1,5;2,7;3,26;4,45;5,56;6,66;7,73;8,97;9,103;10,109;11,115;12,125;13,128;14,139;15,154;16,177;17,193;18,170;19,154;20,128;21,109;22,106;23,104;24,84
D18189 1,32;2,56;3,75;4,103;5,127;6,149;7,181;8,213;9,232;10,246;11,235;12,219;13,216;14,194;15,188;16,158;17,133;18,130;19,98;20,74;21,70;22,56;23,48;24,28
D19489 1,5;2,27;3,52;4,64;5,76;6,101;7,108;8,109;9,137;10,149;11,167;12,183;13,211;14,234;15,246;16,238;17,229;18,220;19,204;20,182;21,181;22,156;23,154;24,153
D20789 1,27;2,57;3,71;4,80;5,88;6,120;7,140;8,172;9,194;10,211;11,179;12,165;13,159;14,156;15,148;16,134;17,118;18,107;19,90;20,73;21,41;22,25;23,0;24,0
D22089 1,12;2,34;3,61;4,91;5,103;6,128;7,144;8,152;9,166;10,185;11,153;12,145;13,137;14,131;15,125;16,103;17,99;18,87;19,55;20,54;21,27;22,11;23,0;24,0
D23389 1,12;2,31;3,56;4,67;5,74;6,99;7,108;8,126;9,128;10,140;11,147;12,155;13,174;14,202;15,204;16,192;17,176;18,158;19,153;20,137;21,115;22,107;23,81;24,79
D24689 1,19;2,24;3,42;4,61;5,70;6,83;7,97;8,121;9,139;10,140;11,159;12,164;13,173;14,193;15,208;16,234;17,241;18,230;19,221;20,203;21,194;22,172;23,157;24,151
D25989 1,19;2,25;3,32;4,47;5,51;6,76;7,95;8,119;9,137;10,156;11,163;12,167;13,185;14,184;15,154;16,129;17,122;18,115;19,94;20,70;21,42;22,33;23,17;24,4
D27289 1,7;2,26;3,29;4,45;5,51;6,57;7,66;8,93;9,99;10,105;11,120;12,132;13,145;14,129;15,99;16,87;17,80;18,65;19,46;20,45;21,42;22,33;23,30;24,23
D28589 1,6;2,11;3,27;4,43;5,66;6,89;7,109;8,112;9,135;10,150;11,159;12,173;13,179;14,188;15,212;16,214;17,227;18,218;19,207;20,201;21,199;22,194;23,174;24,173
D29889 1,6;2,19;3,20;4,23;5,41;6,65;7,74;8,76;9,95;10,105;11,129;12,153;13,166;14,186;15,202;16,212;17,228;18,206;19,188;20,181;21,155;22,153;23,152;24,151
D31189 1,6;2,18;3,19;4,35;5,48;6,67;7,68;8,86;9,114;10,133;11,148;12,149;13,179;14,167;15,139;16,136;17,106;18,97;19,72;20,69;21,65;22,43;23,39;24,21
D32489 1,28;2,31;3,37;4,67;5,89;6,105;7,111;8,129;9,150;10,165;11,169;12,182;13,203;14,175;15,159;16,149;17,122;18,106;19,93;20,66;21,42;22,36;23,18;24,12
D33789 1,14;2,40;3,53;4,69;5,87;6,113;7,120;8,140;9,164;10,166;11,179;12,182;13,202;14,226;15,233;16,238;17,251;18,225;19,210;20,205;21,199;22,193;23,180;24,158
D101100 1,11;2,17;3,26;4,45;5,73;6,105;7,119;8,133;9,149;10,155;11,149;12,121;13,94;14,72;15,66;16,52;17,20;18,8;19,0;20,0;21,0;22,0;23,0;24,0
D114100 1,10;2,37;3,40;4,59;5,66;6,84;7,114;8,130;9,152;10,155;11,177;12,196;13,226;14,202;15,172;16,168;17,143;18,134;19,119;20,106;21,76;22,70;23,45;24,36
D127100 1,2;2,15;3,18;4,32;5,39;6,50;7,73;8,86;9,102;10,120;11,123;12,125;13,147;14,161;15,174;16,179;17,184;18,169;19,151;20,145;21,126;22,106;23,104;24,93
D140100 1,8;2,30;3,55;4,77;5,85;6,110;7,132;8,144;9,153;10,162;11,164;12,179;13,195;14,209;15,210;16,185;17,178;18,169;19,168;20,164;21,146;22,123;23,108;24,104
D153100 1,4;2,10;3,40;4,44;5,72;6,73;7,79;8,97;9,124;10,140;11,149;12,155;13,177;14,147;15,122;16,94;17,87;18,65;19,52;20,51;21,45;22,41;23,16;24,0
D166100 1,23;2,33;3,36;4,37;5,60;6,94;7,95;8,106;9,103;10,75;11,69;12,51;13,45;14,18;15,15;16,14;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D179100 1,18;2,25;3,27;4,47;5,70;6,94;7,110;8,130;9,137;10,159;11,185;12,195;13,209;14,211;15,221;16,235;17,255;18,252;19,249;20,236;21,234;22,208;23,194;24,181
D192100 1,25;2,37;3,62;4,63;5,64;6,88;7,110;8,118;9,146;10,147;11,141;12,140;13,108;14,107;15,106;16,105;17,89;18,81;19,72;20,56;21,42;22,15;23,6;24,3
D205100 1,16;2,44;3,60;4,64;5,79;6,93;7,115;8,119;9,145;10,157;11,172;12,177;13,205;14,227;15,246;16,232;17,231;18,217;19,199;20,177;21,149;22,148;23,146;24,138
D218100 1,12;2,44;3,53;4,57;5,71;6,103;7,120;8,142;9,166;10,188;11,187;12,171;13,143;14,139;15,122;16,108;17,84;18,76;19,70;20,42;21,26;22,6;23,0;24,0
D231100 1,4;2,14;3,42;4,46;5,49;6,56;7,75;8,88;9,101;10,117;11,129;12,148;13,155;14,133;15,123;16,104;17,74;18,62;19,49;20,28;21,10;22,0;23,0;24,0
D244100 1,14;2,29;3,33;4,38;5,50;6,68;7,86;8,88;9,106;10,118;11,133;12,154;13,165;14,173;15,174;16,166;17,151;18,136;19,122;20,106;21,91;22,80;23,75;24,66
D257100 1,20;2,50;3,63;4,66;5,89;6,114;7,119;8,147;9,117;10,100;11,70;12,36;13,28;14,6;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D270100 1,25;2,52;3,67;4,82;5,114;6,119;7,144;8,147;9,120;10,100;11,99;12,93;13,61;14,46;15,41;16,24;17,14;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D283100 1,9;2,21;3,24;4,28;5,49;6,65;7,86;8,113;9,114;10,135;11,138;12,163;13,190;14,166;15,159;16,141;17,111;18,99;19,98;20,71;21,70;22,60;23,30;24,15
D296100 1,20;2,44;3,71;4,90;5,96;6,112;7,128;8,142;9,164;10,172;11,155;12,123;13,107;14,88;15,84;16,52;17,22;18,18;19,9;20,5;21,0;22,0;23,0;24,0
D309100 1,8;2,36;3,64;4,98;5,111;6,124;7,151;8,152;9,124;10,92;11,74;12,71;13,44;14,22;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D322100 1,11;2,38;3,70;4,97;5,107;6,115;7,121;8,144;9,133;10,123;11,108;12,98;13,90;14,60;15,59;16,29;17,26;18,9;19,0;20,0;21,0;22,0;23,0;24,0
D335100 1,25;2,31;3,38;4,51;5,55;6,71;7,83;8,92;9,108;10,127;11,142;12,152;13,182;14,158;15,137;16,109;17,100;18,96;19,83;20,68;21,58;22,37;23,36;24,14
D348100 1,26;2,51;3,60;4,68;5,84;6,85;7,103;8,126;9,127;10,153;11,157;12,183;13,184;14,200;15,221;16,214;17,186;18,175;19,168;20,147;21,131;22,124;23,96;24,73
D112111 1,20;2,25;3,45;4,65;5,83;6,96;7,99;8,114;9,113;10,105;11,92;12,74;13,46;14,35;15,34;16,21;17,15;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D125111 1,24;2,40;3,41;4,54;5,57;6,76;7,97;8,106;9,124;10,142;11,166;12,181;13,200;14,175;15,174;16,165;17,144;18,138;19,113;20,91;21,69;22,66;23,41;24,32
D138111 1,11;2,33;3,37;4,41;5,53;6,54;7,82;8,91;9,102;10,123;11,144;12,172;13,181;14,209;15,237;16,225;17,206;18,180;19,165;20,137;21,119;22,117;23,91;24,90
D151111 1,23;2,24;3,30;4,53;5,71;6,101;7,131;8,148;9,123;10,105;11,71;12,46;13,45;14,20;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D164111 1,12;2,26;3,45;4,53;5,74;6,89;7,105;8,131;9,156;10,161;11,175;12,184;13,203;14,210;15,228;16,212;17,200;18,193;19,181;20,173;21,150;22,135;23,131;24,106
D177111 1,22;2,52;3,68;4,89;5,92;6,119;7,143;8,165;9,180;10,207;11,214;12,242;13,269;14,250;15,223;16,219;17,204;18,179;19,164;20,142;21,129;22,113;23,92;24,85
D190111 1,27;2,54;3,58;4,73;5,86;6,89;7,101;8,113;9,137;10,150;11,166;12,182;13,201;14,191;15,188;16,185;17,170;18,146;19,125;20,113;21,95;22,85;23,55;24,40
D203111 1,11;2,21;3,22;4,41;5,43;6,67;7,77;8,100;9,102;10,107;11,116;12,138;13,162;14,186;15,206;16,228;17,243;18,241;19,234;20,231;21,229;22,206;23,184;24,161
D216111 1,18;2,21;3,46;4,47;5,74;6,93;7,120;8,135;9,145;10,154;11,163;12,187;13,217;14,196;15,180;16,162;17,155;18,152;19,131;20,124;21,112;22,99;23,86;24,70
D229111 1,1;2,16;3,22;4,32;5,35;6,53;7,71;8,76;9,77;10,99;11,112;12,127;13,146;14,149;15,165;16,170;17,176;18,169;19,149;20,133;21,132;22,112;23,89;24,78
D242111 1,7;2,11;3,36;4,58;5,79;6,86;7,102;8,125;9,150;10,158;11,163;12,191;13,216;14,235;15,242;16,221;17,219;18,198;19,172;20,160;21,132;22,113;23,97;24,90
D255111 1,1;2,15;3,47;4,71;5,83;6,107;7,132;8,141;9,158;10,172;11,161;12,150;13,144;14,124;15,105;16,97;17,80;18,60;19,44;20,19;21,0;22,0;23,0;24,0
D268111 1,2;2,21;3,31;4,55;5,78;6,88;7,99;8,105;9,125;10,139;11,144;12,163;13,165;14,179;15,205;16,228;17,243;18,227;19,217;20,207;21,196;22,174;23,160;24,146
D281111 1,3;2,9;3,24;4,30;5,54;6,70;7,75;8,98;9,99;10,104;11,115;12,129;13,145;14,163;15,169;16,192;17,197;18,190;19,189;20,171;21,168;22,158;23,144;24,130
D294111 1,4;2,26;3,40;4,61;5,84;6,85;7,107;8,125;9,141;10,159;11,167;12,183;13,209;14,216;15,218;16,203;17,192;18,184;19,172;20,163;21,154;22,128;23,121;24,103
D307111 1,25;2,44;3,47;4,62;5,78;6,100;7,130;8,131;9,141;10,160;11,179;12,180;13,199;14,196;15,184;16,181;17,177;18,147;19,146;20,136;21,132;22,117;23,102;24,72
D320111 1,4;2,26;3,54;4,73;5,101;6,105;7,115;8,145;9,166;10,188;11,218;12,219;13,223;14,205;15,189;16,183;17,174;18,159;19,152;20,128;21,104;22,95;23,83;24,68
D333111 1,9;2,33;3,59;4,62;5,73;6,95;7,117;8,143;9,146;10,152;11,153;12,179;13,202;14,225;15,226;16,231;17,255;18,240;19,217;20,212;21,211;22,189;23,178;24,154
D346111 1,14;2,40;3,60;4,82;5,102;6,125;7,145;8,155;9,166;10,167;11,189;12,215;13,233;14,242;15,258;16,282;17,285;18,265;19,263;20,260;21,238;22,233;23,215;24,197
D359111 1,17;2,27;3,59;4,65;5,85;6,88;7,101;8,135;9,118;10,105;11,92;12,86;13,80;14,63;15,38;16,30;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D123122 1,11;2,23;3,48;4,60;5,83;6,87;7,98;8,109;9,131;10,159;11,163;12,181;13,202;14,220;15,242;16,233;17,222;18,206;19,198;20,190;21,182;22,171;23,146;24,135
D136122 1,1;2,14;3,36;4,43;5,54;6,78;7,81;8,100;9,122;10,128;11,129;12,131;13,150;14,165;15,188;16,195;17,201;18,194;19,189;20,186;21,176;22,174;23,172;24,169
D149122 1,17;2,44;3,54;4,82;5,88;6,110;7,142;8,147;9,120;10,92;11,58;12,50;13,37;14,15;15,7;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D162122 1,24;2,30;3,58;4,74;5,99;6,127;7,147;8,163;9,182;10,207;11,177;12,145;13,113;14,88;15,56;16,40;17,8;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D175122 1,23;2,24;3,43;4,54;5,55;6,70;7,96;8,107;9,114;10,121;11,123;12,145;13,152;14,178;15,204;16,226;17,246;18,224;19,221;20,202;21,199;22,190;23,185;24,165
D188122 1,16;2,26;3,27;4,38;5,43;6,46;7,59;8,74;9,84;10,106;11,119;12,143;13,152;14,174;15,181;16,204;17,214;18,209;19,190;20,187;21,169;22,151;23,149;24,127
D201122 1,22;2,30;3,60;4,68;5,98;6,125;7,152;8,182;9,152;10,118;11,96;12,85;13,58;14,47;15,20;16,12;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D214122 1,16;2,40;3,44;4,72;5,79;6,107;7,111;8,114;9,139;10,145;11,148;12,172;13,200;14,196;15,180;16,171;17,153;18,152;19,134;20,113;21,85;22,70;23,45;24,21
D227122 1,1;2,4;3,26;4,34;5,54;6,57;7,69;8,85;9,91;10,97;11,81;12,61;13,57;14,48;15,45;16,31;17,17;18,16;19,0;20,0;21,0;22,0;23,0;24,0
D240122 1,8;2,29;3,30;4,48;5,64;6,82;7,101;8,120;9,129;10,145;11,152;12,163;13,186;14,197;15,201;16,173;17,148;18,139;19,125;20,99;21,91;22,89;23,63;24,42
D253122 1,3;2,21;3,46;4,57;5,74;6,102;7,130;8,138;9,121;10,89;11,88;12,56;13,38;14,28;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D266122 1,19;2,28;3,52;4,69;5,83;6,100;7,128;8,147;9,153;10,159;11,137;12,126;13,94;14,66;15,60;16,49;17,33;18,24;19,0;20,0;21,0;22,0;23,0;24,0
D279122 1,9;2,29;3,34;4,37;5,63;6,70;7,71;8,76;9,92;10,99;11,113;12,139;13,163;14,183;15,203;16,222;17,244;18,239;19,224;20,198;21,183;22,163;23,147;24,131
D292122 1,13;2,18;3,23;4,25;5,38;6,60;7,63;8,72;9,90;10,100;11,124;12,125;13,145;14,147;15,149;16,150;17,151;18,146;19,141;20,128;21,105;22,91;23,86;24,83
D305122 1,3;2,24;3,28;4,47;5,57;6,84;7,97;8,124;9,140;10,155;11,164;12,177;13,193;14,190;15,180;16,158;17,134;18,121;19,91;20,75;21,71;22,70;23,49;24,28
D318122 1,10;2,23;3,38;4,55;5,80;6,86;7,92;8,114;9,113;10,81;11,56;12,48;13,40;14,25;15,3;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D331122 1,22;2,38;3,60;4,62;5,69;6,91;7,117;8,138;9,145;10,166;11,184;12,209;13,220;14,222;15,248;16,243;17,228;18,207;19,185;20,163;21,162;22,136;23,131;24,103
D344122 1,16;2,28;3,32;4,49;5,69;6,72;7,81;8,97;9,121;10,145;11,125;12,109;13,84;14,80;15,48;16,37;17,12;18,1;19,0;20,0;21,0;22,0;23,0;24,0
D357122 1,14;2,37;3,44;4,64;5,75;6,97;7,121;8,144;9,150;10,152;11,154;12,156;13,179;14,201;15,210;16,215;17,228;18,215;19,195;20,179;21,177;22,175;23,152;24,133
D370122 1,13;2,35;3,36;4,37;5,38;6,48;7,61;8,62;9,84;10,108;11,112;12,134;13,149;14,134;15,133;16,130;17,129;18,108;19,83;20,56;21,28;22,15;23,0;24,0
D134133 1,25;2,44;3,67;4,81;5,92;6,113;7,136;8,161;9,162;10,174;11,175;12,177;13,205;14,209;15,232;16,204;17,181;18,159;19,138;20,127;21,119;22,118;23,114;24,110
D147133 1,17;2,20;3,38;4,46;5,47;6,77;7,102;8,130;9,115;10,87;11,55;12,21;13,3;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D160133 1,13;2,28;3,34;4,39;5,73;6,76;7,104;8,124;9,90;10,65;11,37;12,22;13,0;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D173133 1,9;2,24;3,36;4,45;5,53;6,74;7,83;8,102;9,106;10,114;11,129;12,154;13,156;14,178;15,199;16,191;17,165;18,147;19,128;20,106;21,81;22,70;23,42;24,37
D186133 1,22;2,50;3,62;4,89;5,93;6,115;7,124;8,143;9,149;10,176;11,167;12,166;13,138;14,106;15,92;16,62;17,53;18,45;19,23;20,20;21,0;22,0;23,0;24,0
D199133 1,27;2,57;3,73;4,93;5,109;6,126;7,154;8,186;9,197;10,208;11,184;12,175;13,172;14,163;15,157;16,127;17,103;18,87;19,67;20,55;21,27;22,0;23,0;24,0
D212133 1,6;2,23;3,42;4,59;5,68;6,93;7,121;8,137;9,154;10,173;11,146;12,118;13,114;14,100;15,70;16,42;17,17;18,1;19,0;20,0;21,0;22,0;23,0;24,0
D225133 1,19;2,31;3,32;4,62;5,75;6,76;7,83;8,96;9,121;10,139;11,157;12,179;13,195;14,183;15,173;16,166;17,138;18,108;19,102;20,96;21,95;22,70;23,63;24,39
D238133 1,32;2,49;3,81;4,95;5,96;6,124;7,154;8,182;9,202;10,216;11,191;12,169;13,157;14,156;15,129;16,102;17,85;18,68;19,40;20,13;21,2;22,0;23,0;24,0
D251133 1,21;2,36;3,54;4,82;5,97;6,118;7,127;8,142;9,147;10,151;11,153;12,171;13,194;14,203;15,214;16,202;17,198;18,194;19,172;20,147;21,122;22,121;23,106;24,80
D264133 1,21;2,33;3,35;4,46;5,64;6,85;7,97;8,116;9,121;10,147;11,163;12,168;13,196;14,214;15,233;16,214;17,193;18,167;19,166;20,148;21,129;22,128;23,120;24,104
D277133 1,16;2,41;3,49;4,68;5,84;6,93;7,104;8,136;9,161;10,173;11,151;12,137;13,107;14,103;15,95;16,71;17,70;18,46;19,21;20,0;21,0;22,0;23,0;24,0
D290133 1,15;2,45;3,53;4,70;5,87;6,117;7,135;8,140;9,127;10,116;11,98;12,88;13,78;14,70;15,45;16,42;17,19;18,14;19,3;20,0;21,0;22,0;23,0;24,0
D303133 1,19;2,46;3,74;4,93;5,121;6,124;7,128;8,129;9,147;10,163;11,176;12,177;13,187;14,174;15,167;16,158;17,133;18,105;19,86;20,73;21,72;22,47;23,17;24,2
D316133 1,6;2,12;3,42;4,43;5,52;6,66;7,83;8,95;9,109;10,139;11,128;12,114;13,113;14,86;15,74;16,65;17,57;18,49;19,19;20,0;21,0;22,0;23,0;24,0
D329133 1,15;2,42;3,53;4,87;5,105;6,113;7,119;8,144;9,139;10,107;11,97;12,63;13,41;14,38;15,18;16,1;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D342133 1,12;2,20;3,28;4,39;5,55;6,80;7,88;8,110;9,131;10,159;11,167;12,169;13,188;14,199;15,208;16,203;17,189;18,180;19,157;20,153;21,149;22,124;23,117;24,99
D355133 1,9;2,14;3,35;4,44;5,70;6,92;7,96;8,104;9,106;10,120;11,143;12,168;13,173;14,185;15,187;16,185;17,178;18,152;19,138;20,127;21,102;22,93;23,77;24,56
D368133 1,12;2,44;3,74;4,99;5,113;6,119;7,128;8,144;9,156;10,183;11,163;12,141;13,122;14,103;15,100;16,72;17,42;18,39;19,23;20,0;21,0;22,0;23,0;24,0
D381133 1,2;2,28;3,33;4,42;5,47;6,57;7,66;8,81;9,94;10,110;11,117;12,118;13,125;14,134;15,137;16,146;17,160;18,140;19,139;20,137;21,131;22,107;23,96;24,72
D145144 1,27;2,31;3,34;4,43;5,62;6,77;7,83;8,95;9,105;10,115;11,136;12,158;13,165;14,149;15,130;16,114;17,107;18,95;19,89;20,83;21,77;22,68;23,43;24,16
D158144 1,5;2,27;3,33;4,65;5,73;6,79;7,80;8,107;9,101;10,88;11,71;12,51;13,34;14,23;15,17;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D171144 1,18;2,36;3,38;4,54;5,77;6,100;7,118;8,126;9,134;10,149;11,174;12,195;13,223;14,238;15,266;16,241;17,229;18,211;19,183;20,168;21,150;22,138;23,116;24,108
D184144 1,2;2,5;3,29;4,34;5,47;6,73;7,92;8,108;9,109;10,118;11,131;12,144;13,154;14,159;15,174;16,190;17,193;18,177;19,166;20,146;21,124;22,111;23,106;24,99
D197144 1,12;2,37;3,64;4,67;5,94;6,102;7,119;8,136;9,152;10,163;11,143;12,137;13,129;14,102;15,94;16,86;17,66;18,65;19,57;20,29;21,0;22,0;23,0;24,0
D210144 1,26;2,54;3,63;4,77;5,82;6,84;7,96;8,108;9,120;10,132;11,155;12,159;13,177;14,192;15,193;16,186;17,177;18,151;19,146;20,121;21,119;22,114;23,110;24,96
D223144 1,20;2,28;3,39;4,55;5,69;6,80;7,110;8,126;9,138;10,158;11,133;12,103;13,71;14,41;15,19;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D236144 1,6;2,36;3,63;4,91;5,118;6,143;7,154;8,160;9,149;10,121;11,87;12,82;13,54;14,36;15,2;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D249144 1,6;2,10;3,34;4,40;5,46;6,50;7,61;8,75;9,92;10,119;11,105;12,77;13,74;14,70;15,48;16,36;17,24;18,8;19,0;20,0;21,0;22,0;23,0;24,0
D262144 1,22;2,38;3,45;4,64;5,78;6,96;7,103;8,128;9,139;10,158;11,183;12,204;13,227;14,243;15,251;16,228;17,217;18,206;19,190;20,167;21,152;22,131;23,110;24,102
D275144 1,20;2,21;3,44;4,64;5,91;6,102;7,132;8,154;9,126;10,104;11,79;12,76;13,71;14,43;15,35;16,8;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D288144 1,27;2,32;3,60;4,65;5,99;6,100;7,118;8,123;9,118;10,84;11,57;12,37;13,27;14,17;15,4;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D301144 1,22;2,32;3,43;4,59;5,75;6,88;7,102;8,116;9,126;10,131;11,144;12,162;13,171;14,189;15,198;16,199;17,217;18,199;19,198;20,195;21,181;22,155;23,137;24,117
D314144 1,19;2,28;3,42;4,50;5,52;6,53;7,61;8,87;9,110;10,131;11,156;12,177;13,189;14,215;15,240;16,229;17,220;18,212;19,208;20,196;21,192;22,187;23,172;24,156
D327144 1,32;2,62;3,73;4,101;5,133;6,151;7,181;8,204;9,199;10,169;11,161;12,160;13,133;14,99;15,81;16,58;17,33;18,11;19,0;20,0;21,0;22,0;23,0;24,0
D340144 1,5;2,10;3,25;4,35;5,50;6,56;7,69;8,79;9,69;10,54;11,26;12,15;13,0;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D353144 1,27;2,52;3,77;4,101;5,125;6,132;7,139;8,148;9,169;10,175;11,194;12,212;13,227;14,197;15,179;16,157;17,148;18,138;19,110;20,83;21,62;22,53;23,29;24,25
D366144 1,7;2,27;3,34;4,60;5,69;6,95;7,102;8,118;9,124;10,130;11,136;12,141;13,148;14,161;15,184;16,199;17,225;18,216;19,205;20,195;21,173;22,162;23,156;24,153
D379144 1,7;2,26;3,56;4,86;5,87;6,112;7,122;8,138;9,159;10,163;11,176;12,206;13,215;14,209;15,184;16,183;17,182;18,164;19,148;20,124;21,112;22,82;23,67;24,45
